QuestionID,StudentAnswer,Score1,Score2
BasicML024,"Classification is a large domain in the field of statistics and machine learning. Generally, classification can be broken down into two areas: Binary classification, where we wish to group an outcome into one of two groups. It is uses labeled data.",5,4
BasicML020,classification that are made from only two classes and classifications made from multi number of classes.,4,3
BasicML014,"classifier, binary classification, feature",0,0
BasicML020,"Classifying the examples which are assigned exactly one of two classes is called Binary Classification.
Classifying the examples which are assigned exactly one of more than two classes is called Multiclass Classification.",5,5
BasicML020,"Classifying the examples which were assigned one of two classes is called Binary Classification.
Classifying the examples which were assigned exactly one of more than two classes is called Multiclass Classification.",5,5
BasicML015,"Cleaning up data
Handling missing data
",2,2
BasicML015,"cleaning up data, supports multiple file formats, merging and joining missing data.",3,3
BasicML015,"Cleaning up data,Input and output tool,A lot of time series",2,1
BasicML005,"Colab allows anybody to write and execute arbitrary python code through the browser, and is especially well suited to machine learning, data analysis and education.",4,4
BasicML005,Colab is a best platform to write anything .it is a free platform and we can write any matter and we can execute our code.for any some mini projects Colab is the best way to choose.it makes work complete In a easy way.,3,4
BasicML038,"collecting data,data cleaning,analysing,getting conclusion",4,4
BasicML009,"Collecting of data is exploratory
Where as the processes of explaining the data is called explanatory",0,0
BasicML018,"Collecting the data ,exploring and summarising the characteristics of the variables and make them visualize for better understanding and providing a conclusion for a dataset.",5,5
BasicML006,Collection of data that tells about something,3,3
BasicML038,"Collection of data
Exploring of data
Data cleaning
Analyzing the data
Representing the data",5,5
BasicML038,"Collection of data, analysis, replacing null values, predict and evaluate",3,2
BasicML009,"Coming to exploratory the word itself mean it,where we can explore and analyse the data.explanatory means which can be explained...",1,1
BasicML042,Continous dataset,0,0
BasicML029,Continuous data takes all values but discrete data takes some values,0,0
BasicML043,"Conversion from other Python structures (i.e. lists and tuples)

Intrinsic NumPy array creation functions (e.g. arange, ones, zeros, etc.)

Replicating, joining, or mutating existing arrays

Reading arrays from disk, either from standard or custom formats

Creating arrays from raw bytes through the use of strings or buffers

Use of special library functions (e.g., random)

",5,5
BasicML015,"Creating data frames, handling data",2,2
BasicML025,Cross validation is a statistical method of evaluating and comparing learning algorithms by dividing data into segments,4,3
BasicML025,"Cross Validation is a statistical method of evaluating and comparing learning algorithms by dividing data into two segments. One segment is used to learn or train a model and the other is used to validate the model.",5,5
BasicML025,"Cross Validation is a statistical technique for evaluating and comparing learning algorithms by dividing data into two segments. One segment is used to learn or train a model and the other is used to validate the model.
",5,5
BasicML025,"Cross Validation is a statistical technique for evaluating the learning algorithms by dividing data into two or more segments. One segment is used to learn or train a model and the others are used to validate the model. if the number of segments are K in number then it is called as K-fold cross validation.
",5,5
BasicML025,Cross validation used to evaluate machine learning models on a limited data samples,3,2
BasicML025,cross–validation is to test the ability of a machine learning model to predict new data,4,3
BasicML025,"Cross-Validation is a method to evaluate algorithms in two stages.
1.Train the model
2.Validate the model",3,3
BasicML025,Cross-Validation is a statistical method of evaluating and comparing learning algorithms by dividing data into two segments:,3,3
BasicML025,Cross-Validation is a statistical method of evaluating and comparing learning algorithms by dividing data into two segments: one used to learn or train a model and the other used to validate the model.,5,5
BasicML025,cross-validation is validating on different sets of data.,3,3
BasicML025,Cross-Validation is a statistical method of evaluating and comparing learning algorithms by dividing data into two segments: one used to learn or train a model and the other used to validate the model.,5,5
BasicML025,Cross-Validation is a statistical method of evaluating and comparing learning algorithms by dividing data into two segments: one used to learn or train a model and the other used to validate the model.,5,5
BasicML025,Cross-Validation is a statistical method of evaluating and comparing learning algorithms by dividing data into two segments: one used to learn or train a model and the other used to validate the model.,5,5
BasicML018,data analysing,1,0
BasicML015,"Data handling ,data clean up,data ",2,1
BasicML015,"Data handling,data cleaning etc",2,2
BasicML015,"Data handling,data cleaning, handling missing data",3,3
BasicML006,Data set contains a huge data where no. of rows and columns are present and we are able to analyse the data and come to an understanding.,4,5
BasicML047,Data that can be divided into group which doesn't overlap with one other,3,3
BasicML021,Data that can be measured with  numbers is known as quantitative data and non numerical  data that is categorial is known as quantitative data.,5,4
BasicML030,Data visualisation provides data in graphs ,1,1
BasicML030,Data visualization gaives us a clear idea of what the information means by giving it visual context through maps or graphs .,4,3
BasicML030,Data visualization gives clear idea by  giving it visual context through maps or graphs.,3,2
BasicML030,Data visualization gives clear information about the content using graphs and maps etc. This makes people to understand easily. ,4,4
BasicML030,"Data visualization gives us a clear idea of the information through maps,plots and graphs. Helps to identify the patterns involved in our data.",4,4
BasicML030,Data visualization gives us a clear idea of what the information means by giving it visual context through graphs,3,3
BasicML030,Data visualization gives us a clear idea of what the information means by giving it visual context through maps or graphs. ,4,3
BasicML030,"Data visualization gives us a clear idea of what the information
means by giving it visual context through maps and graphs",5,4
BasicML030,Data visualization gives us a clear idea of what the information means by giving it visual context through maps or graphs,4,3
BasicML030,Data visualization gives us a clear idea of what the information means by giving it visual context through maps or graphs,4,3
BasicML030,"Data visualization helps to tell stories by curating data into a form easier to understand, highlighting the trends and outliers.",2,2
BasicML030,"Data visualization is the representation of data or information in a graph, chart, or other visual format. It communicates relationships of the data with images. This is important because it allows trends and patterns to be more easily seen.",5,5
BasicML030,Data visualization is the way to represent the information in a better way with many graphical representations.,3,3
BasicML030,"Data visualization is useful for data cleaning, exploring data structure, detecting outliers and unusual groups, identifying trends and clusters, spotting local patterns, evaluating modeling output, and presenting results. It is essential for exploratory data analysis and data mining to check data quality and to help analysts become familiar with the structure and features of the data before them.",5,5
BasicML010,"Data.drop[""column name""]",5,5
BasicML004,Data.head(),4,4
BasicML003,Data[feature].mean(),4,4
BasicML004,"Data_variable_name.head()
Using head method",5,5
BasicML013,Data=pd. read_csv('file name'),4,4
BasicML004,Dataframe.head(),4,4
BasicML004,Dataframe.head(5),4,3
BasicML006,Dataset contains the required information about the data ,4,3
BasicML006,"Dataset is a collection of data.the dataset list the variables ,such as weight and height of a object.",3,2
BasicML006,Dataset is a file which provide information regarding something,3,2
BasicML006,Dataset is a tabular form which contains rows and columns,3,3
BasicML006,"Dataset is collection of data,which we use to perform some machine learning operations.",3,2
BasicML010,"Dataset_name.drop(""column_name"", axis=1)",5,5
BasicML014,Decision making and  random forest etc,1,1
BasicML014,"Decision Tree
Random Forest
",2,2
BasicML014,"decision tree, random forest..",2,2
BasicML014,"Decision Tree, Support Vector Machines. ",2,2
BasicML014,"Decision tree,random forest,linear regression,logistical regression",2,2
BasicML014,"DecisionTreeRegressor, RandomForestRegressor",2,2
BasicML038,"Define questions
Clear measurements
collect data
analyze data
interpret result",5,5
BasicML038,"Define questions, set clear measurements, collecting data,analysing data,displaying result",4,4
BasicML038,"define your questions
set clear measurements priorities
collect data
analyze data
interpret results.",5,5
BasicML038,"Define your questions,
Set clear measurements priorities,
Collect data,
Analyzedata,
Interpret results",5,5
BasicML038,"Define,set measurements,collect data,analyse data, interpret results",4,3
BasicML019,Defined by its use of labeled datasets to train algorithm to classify data,3,3
BasicML019,defined by its use of labeled datasets to train algorithm to classify data,3,3
BasicML038,"defining the question, setting the proper measurements, collecting the data, analyzing the data, interpreting the result.",5,5
BasicML029,"Descerte data is segregated type of data, we can perform count in the data.
Continuous data is between two numbers or any data elements.",4,4
BasicML010,Df._deltem_('coloum name'),1,1
BasicML004,Df.head(),4,4
BasicML033,Difference between the actual data value and the value perdicted,3,3
BasicML029,"Discrete data includes only integers whereas continuous data includes any value(Height,Weight,...etc)",4,3
BasicML029,"Discrete data is a data that can only take certain valeuesy, while data that can take any value is continuous data.",3,3
BasicML029,Discrete data is data that can only take certain values while data that can take any value is called continuous data. ,3,3
BasicML029,"Discrete data is data that can only take certain values, continuous data is data that 
can take any value ",3,3
BasicML029,"Discrete data is data that can only take certain values, while data that
can take any value is continuous data",3,3
BasicML029,"Discrete data is in the form of whole numbers, whereas continuous data occurs in the given interval constituting the number line.",4,4
BasicML029,"Discrete data is information that can only take certain values whereas Continuous data is data that can take any value. Height, weight, and length are all examples of continuous data. Number of students in a class is an example for discrete data ",5,5
BasicML029,"Discrete data is information that can only take certain values. ... Continuous data is data that can take any value. Height, weight, temperature and length are all examples of continuous data",5,5
BasicML029,"Discrete data is information that can only take certain values. ... Continuous data is data that can take any value. Height, weight, temperature and length are all examples of continuous data",5,5
BasicML029,"Discrete data is information that can only take certain values. ... Continuous data is data that can take any value. Height, weight, temperature and length are all examples of continuous data.",5,5
BasicML029,"Discrete data is information that can only take certain values.Continuous data is data that can take any value. Height, weight, temperature and length are all examples of continuous data",5,5
BasicML029,"Discrete data is the Data   which can we take data only on certain data for example (gender and rank etc..)
Continuous data is the Data which can we take on any value with in specific range for example( numeric value)",5,5
BasicML029,Discrete data is the data takes places at certain values and continuous is the data takes any value.,4,3
BasicML029,discrete data means whole number such as speed and time and continuos data means non whole numbers such as height and weight.,4,3
BasicML029,Discrete data take certain value and continuous data takes any value,4,3
BasicML029,Discrete data takes few values and continuous data takes all the values,2,2
BasicML029,Discrete data takes some values continues data takes all values ,3,3
BasicML029,"Discrete data that can only take certain values.
Continuous data can take any values.",3,3
BasicML029,"Discrete data-takes only some values ,continuous data-takes continuous data",3,3
BasicML029,Discrete is the values between certain values. Continuous data ,1,1
BasicML029,Discrete used for only specific values where's Continuous used for all values,1,0
BasicML024,Dividing data based on characterstics,1,1
BasicML024,Dividing the objects into different classes if possible.,1,1
BasicML024,Divisions of data by its properties ,1,1
BasicML042,do not no madam,0,0
BasicML044,Dot plot and line  plot ,2,2
BasicML010,drop(),2,2
BasicML010,dropna,0,0
BasicML014,Dynamic algorithm ,0,0
BasicML018,EDA is a process where one learns about the data,2,1
