QuestionID,StudentAnswer,Score1,Score2
PythonQ050,Every keyword has specific function for.,0,0
PythonQ051,Exception is a statement in python,0,0
PythonQ051,Exception is that the condition we hesitate.,0,0
PythonQ051,Exception os an undesired change or complexity occurred in a code.,1,0
PythonQ064,Explicit type conversion is done by the user by using (type) operator.,0,0
PythonQ046,Explicity of a specified value in a data,0,0
PythonQ023,Exponent,0,0
PythonQ023,Exponential,0,0
PythonQ062,Expression in our gives more glow and also cinema actress also give expressions according to the scenes.,0,0
PythonQ055,F(n)=n*f(n-1),0,0
PythonQ058,F(n)=n*f(n-1),0,0
PythonQ055,fact(n),0,0
PythonQ055,Factorial (a) ,0,0
PythonQ055,factorial(a),0,0
PythonQ058,factorial(n) ,0,0
PythonQ058,factorial(n) = n × factorial(n – 1).,0,0
PythonQ025,"Float(),complex(), list(), tuple(), set().",0,0
PythonQ022,"For generating any function firstly we have to import math 
a = int(input (""Enter first num""))
b = Int(input( ""Enter Last num""))",0,0
PythonQ029,For loop or while looo,1,0
PythonQ050,for syntax,0,0
PythonQ049,formal parameter — the identifier used in a method to stand for the value that is passed into the method by a caller. ,0,0
PythonQ049,"formal parameter — the identifier used in a method to stand for the value that is passed into the method by a caller. For example, amount is a formal parameter of processDeposit.",0,0
PythonQ049,Formal parameter is used to refer the actual parameter of the function,0,0
PythonQ002,Functions are used to rerun the programs many times,0,0
PythonQ046,Garbage value,0,0
PythonQ021,generally recursion is better than iteration as the code length is small,0,0
PythonQ048,Global variables and local variables,0,0
PythonQ054,Here we are not using parameters ,0,0
PythonQ011,i do not know the answer,0,0
PythonQ011,i dont know,0,0
PythonQ022,"i=1
for i<=50 and i>=500:

 print(i)
 break
 ",0,0
PythonQ049,Identifier that passed into the method by caller,0,0
PythonQ038,"If ( condition ) :
    Statement
Else:
    Statement",0,0
PythonQ038,"If (condition) :
   Statement
else:
   Statement",0,0
PythonQ038,"If (condition):
    statements
    ..................
else :
    statements",0,0
PythonQ038,"if (condition):
   statement
else  (condition):
   statement",0,0
PythonQ038,"If (statement):
      Code
Else():
      Code ",0,0
PythonQ066,"If , else,elif",0,0
PythonQ038,"If condition:
        Some statements....
else:
        Some statements... ",0,0
PythonQ038,"if condition:
     statement
elif condition2: 
    statement2
else:
    Final statement
    ",0,0
PythonQ038,"if condition:
    <if block statements>
    -----------------
else:
    <else block statements> 
    -----------------",0,0
PythonQ038,"if condition:
  expression 
else condition:
expression",0,0
PythonQ038,"if condition:
statement
else condition:
statement",0,0
PythonQ026,If will pass the iteration when the loop terminates ,0,0
PythonQ038,"if x%2==0 :
Print(even)
else :
Print(odd)",0,0
PythonQ038,"if(condition) :
    Condition
else:
    Condition",0,0
PythonQ038,"if(condition)
statement
else(condition)
statement",0,0
PythonQ038,"if(condition): 
     Body 
else: 
     Body",0,0
PythonQ038,"if(condition):
      statement
else:
       statement",0,0
PythonQ038,"if(condition):
   statement
else(condition):
   statement",0,0
PythonQ050,"If,else,elif,break",0,0
PythonQ038,"If:
  Else:",0,0
PythonQ019,import function is used,0,0
PythonQ055,"import math
math.factorial()",0,0
PythonQ055,"import math
print (math.factorial(23))",0,0
PythonQ025,Import math.,0,0
PythonQ010,In operator check whether the value is true or false . Whether it belongs to the program or not ,1,0
PythonQ046,In python it cannot return particular value,0,0
PythonQ007,Indentation is not compulsory in python.,0,0
PythonQ020,"Inheritance
Polymorphism
Abstration
Encapsulation",0,0
PythonQ025,"Input(),list(),tuple() are some of the built in modules of python",0,0
PythonQ046,int,0,0
PythonQ025,"int(), list(), tuple(), set()",0,0
PythonQ025,"int(),float()",0,0
PythonQ025,"Int(),input(),bool(),str(),tuple(),list()",0,0
PythonQ050,"Int,for,while etc...",0,0
PythonQ046,Integer value,0,0
PythonQ053,integrating a loop in a single loop,0,0
PythonQ027,Intermediate object code is executed in complier but not in interpreter.,1,0
PythonQ027,interpreter is faster than compiler,0,0
PythonQ027,Interpreter is faster than compiler.,0,0
PythonQ028,ischar(),0,0
PythonQ009,islower() method,0,0
PythonQ025,"Isnumeric,isalpha",0,0
PythonQ031,Isrip() methood,0,0
PythonQ056,it can call itself,0,0
PythonQ020,it has indentation featurwe ,0,0
PythonQ013,it is a dictionary,0,0
PythonQ012,it is a function,0,0
PythonQ013,it is a ordered datastructure,0,0
PythonQ006,it is a software which change change entire low level language to high level language.that software know compiler.,0,0
PythonQ056,It is easier to generate a sequence using recursion than by using nested iteration.,1,0
PythonQ053,it is easy to take input using a single line code,0,0
PythonQ006,"It is faster than interpreter .
It consumes more space than interpreter.",0,0
PythonQ046,it is the integer value from function or none,0,0
PythonQ067,It is used to create programs that can make a decision,0,0
PythonQ006,"It is used to run the program codes. it converts the entire Code into . obj and after . exe , its works fast as compared to interpreter. ",1,0
PythonQ008,It prints all the characters in a given string.,0,0
PythonQ050,It provides a name to the variable when you pass through it,0,0
PythonQ056,"It reduces time Complexity
We can solve problems easily",0,0
PythonQ051,"It represents an error by giving like instructions , errors etc..",0,0
PythonQ008,It reverse the certain piece of code. ,0,0
PythonQ008,It reverses the given object.,0,0
PythonQ006,it takes an entire program at a time,1,0
PythonQ014,It takes different inputs from user,0,0
PythonQ051,it will handle with the errors,0,0
PythonQ021,Iteration makes code longer and iteration makes code larger.,0,0
PythonQ021,Iterative functions are faster than recursive functions,0,0
PythonQ021,Iterative functions are faster than recursive so it is better than recursive.,0,0
PythonQ050,Keyword arguments are kind of words which define syntax.,0,0
PythonQ050,keyword arguments are used to send keywords to functions from function call,0,0
PythonQ011,Labda key word used for anonymous functions.,0,0
PythonQ026,leaves or stops  the execution of a program,0,0
PythonQ025,"len() 
sum() 
min() 
max() ",0,0
PythonQ029,Len.str(),0,0
PythonQ029,Length (),0,0
PythonQ021,length of the recusive function is small and burden on computer is more,0,0
PythonQ021,less code,0,0
PythonQ048,Lifetime of a variable is the amount of memory allocated by the system .,1,0
PythonQ048,Lifetime of a variable is when a variable exists in the python program.lifetime of variables inside a function is as long as the function executes.,0,0
PythonQ053,List is  array which holds different data type.,0,0
PythonQ061,"List literals 
Tuple literals
Snap literals
Reel literals",0,0
PythonQ053,List makes sorting of numbers in python. ,0,0
PythonQ025,"List() , Tuple(), set(), dictionary (), int(), float ()",0,0
PythonQ022,"list(randint(50,100))",0,0
PythonQ013,"list, tuple , string",0,0
PythonQ025,"List,tuples,sets",0,0
PythonQ025,"List,tuples,sets",0,0
PythonQ025,"Lists , tuples,sets",0,0
PythonQ004,"Local are written outside  function , global are written inside function",0,0
PythonQ048,Long memory allocated to system,0,0
PythonQ009,lowercase(),0,0
PythonQ025,"Many we use but few are : max(),min(),len(),char()",0,0
PythonQ055,math.factorial(),0,0
PythonQ030,Max() function is used to find lowest value in a list and min() function is used to find highest value in a list,0,0
PythonQ025,"min, max, sum",0,0
PythonQ030,"Min-list,max-numpy",0,0
PythonQ012,module is a class,0,0
PythonQ012,Module is name of file with extension,0,0
PythonQ024,"Modulus division%, division/etc",0,0
PythonQ023,"Multiplication,  Division , modulus .",0,0
PythonQ023,"Multiplication, division, modulus",0,0
PythonQ055,n*fact(n-1),1,0
PythonQ055,n*fact(n-2),0,0
PythonQ022,no idea,0,0
PythonQ040,No we can't assign,0,0
PythonQ008,nohtyp,0,0
PythonQ008,Nothing.,0,0
PythonQ022,numpy,0,0
PythonQ018,"Numpy arrays are bigger than python lists. 
Numpy arrays have large memory. ",0,0
PythonQ018,numpy is a package,0,0
PythonQ018,numpy is not a data structure,0,0
PythonQ060,Operator is used to perform on operands,0,0
PythonQ026,Pass statement just stops the data at that time but it stores the data,0,0
PythonQ026,Passing the statement,0,0
PythonQ023,Perform exponential calculation on operators,0,0
PythonQ024,Performs exponential function,0,0
PythonQ026,Placed in Empty function ,0,0
PythonQ025,"print , factorial ,sqrt etc...,",0,0
PythonQ025,"print()
input() 
int() 
float()",0,0
PythonQ025,"Print(), input () etc. ",0,0
PythonQ025,"print(), input(), int(), float()",0,0
PythonQ055,product of first n natural numbers,0,0
PythonQ054,Provides the effective programing style,1,0
PythonQ037,"Python allows function arguments to have default values. If the function is called without the argument, the argument gets its default value",0,0
PythonQ037,"Python allows function arguments to have default values. If the function is called without the argument, the argument gets its default value.",0,0
PythonQ030,Python functions return the value None unless there is an explicit return statement with a value other than None.,0,0
PythonQ020,Python is easy language,0,0
PythonQ053,Python provides multiple ways to compare the two lists . Comparition is the process when data items are checked against another data item of list whether they are same or not,0,0
PythonQ022,"randint(50,500)",0,0
PythonQ022,random library can be used,0,0
PythonQ022,"range(list(50,500))",0,0
PythonQ042,read() is used to read only one character and readline() is used to read a single line,1,0
PythonQ021,Recursion function decrease the code size ,0,0
PythonQ056,recursion gives repeating of code,1,0
PythonQ039,Recursion is the process to get the solution to a problem,0,0
PythonQ021,recursion looks efficient than interation,0,0
PythonQ021,"Recursion reduces the size of code whereas, iterations make a code longer",0,0
PythonQ021,Recursive functions have less code Compared to iterative code,0,0
PythonQ021,Recursive functios recas,0,0
PythonQ056,Reduce the time complexity,0,0
PythonQ056,Reduce unnecessary calling of function. Through Recursion one can Solve problems in easy way while its iterative solution is very big and complex.,1,0
PythonQ056,Reduces time complexity with shorter length of code where a function calls itself and breaks a task into smaller ones.,0,0
PythonQ053,Reducing the length of list.,0,0
PythonQ021,reduction in size of the code causes more problems in execution,0,0
PythonQ008,Refer the last element of list,0,0
PythonQ032,remove method is used to remove the specified character del method is used to delete an item,1,0
PythonQ032,"remove method removes the last value
del method delete the whole data",0,0
PythonQ014,Remove white spaces,0,0
PythonQ039,Repeating function,0,0
PythonQ056,Repetition of functions,0,0
PythonQ025,"repr()
reversed()
compile()
globals()",0,0
PythonQ010,return True if both the object refers to same variable,0,0
PythonQ045,returns count,0,0
PythonQ021,runs much faster than the iterative one.,0,0
PythonQ014,Seperate the numbers,0,0
PythonQ035,Side wise positions..to be equal,0,0
PythonQ013,"Simply put, a module is a file consisting of Python code. It can define functions, classes, and variables, and can also include runnable code. Any Python file can be referenced as a module. A file containing Python code, for example: test.py , is called a module, and its name would be test .",0,0
PythonQ011,single line functions,0,0
PythonQ033,Soon as you're ready to start a new statement,0,0
PythonQ021,"Sorry mam I don't know
I will learn about it",0,0
PythonQ025,"Sorry mam I don't know
I will learn about it",0,0
PythonQ028,"Sorry mam I don't know
I will learn about it",0,0
PythonQ014,Split() is used to remove the whitespaces from the string,0,0
PythonQ023,Squaring,0,0
PythonQ008,step count reverse indexing,1,0
PythonQ028,Str(),0,0
PythonQ028,str.isdigit(),0,0
PythonQ029,str.len() function is used check the lenght of the string,0,0
PythonQ028,String.isdigit(),0,0
PythonQ029,string.length(),0,0
PythonQ031,"String.replace(' ','')",1,0
PythonQ005,Sum,1,0
PythonQ025,"Sum()
Len()
All()
Sort()
",0,0
PythonQ022,T,0,0
PythonQ001,Tha object structures which can be changeable are called mutable data structures.,1,0
PythonQ026,That has no out put,1,0
PythonQ046,The default return value from a function is int. ,0,0
PythonQ046,The default return value of the function is int.,0,0
PythonQ046,The default returns value from a function in int. Explicitly specified the default return value by compiler would be integer value .,0,0
PythonQ046,The default returns value from a function in int. generally unless explicitly specified the default return value by compiler would be integer value from function.,0,0
PythonQ037,The keywords defined in function arguments takes the respective value given through function call.,0,0
PythonQ008,The list will print as upside down,0,0
PythonQ035,The parameters the terms used to solve the particular problem,0,0
PythonQ049,The values that we passed to function are called formal parameters,0,0
PythonQ019,"There are 3 types of modules in python that is 
1. Pickle module
2. Os module
3. Os.path module
In pickle module (import pickle) will help to import
In os module or os.path module (import os) will help to import",0,0
PythonQ061,there are so manu types of literal,0,0
PythonQ046,There is no default return value for python functions,0,0
PythonQ042,They are console class methods . That is used to read only single character from the standard output device ,0,0
PythonQ042,They are console class methods . That is used to read only single character from the standard output device ,0,0
PythonQ018,They are packages ,0,0
PythonQ050,They are used if we does not want an argument to have a default value.,0,0
PythonQ026,"This statement generally used as a placeholder, when the pass statement excecuted a child class can inherit the properties of parent class. ",0,0
PythonQ050,To call functions in python,0,0
PythonQ010,To check weather the given condition is within the range or not,1,0
PythonQ050,to design a decision statement in a function,0,0
PythonQ030,To find the given data is in maximum r maximum,0,0
PythonQ026,To overcome the function,0,0
PythonQ050,to pass the value to a particular value,0,0
PythonQ023,to square,0,0
PythonQ050,To start a loop.,0,0
PythonQ016,to write the  meaning of that particular line in code * is used to comment,0,0
PythonQ001,Tuple,0,0
PythonQ025,"tuple, list, dict,set
",0,0
PythonQ015,Type conversation ,1,0
PythonQ057,uncountable arguments,0,0
PythonQ031,Use cls command,0,0
PythonQ022,Use of randomness is one of important and it is a part of evaluating.,0,0
PythonQ050,Used for names Passing into function,0,0
PythonQ054,Using ,0,0
PythonQ033,using curly braces,0,0
PythonQ053,using loops in list,0,0
PythonQ009,"Using lowercase method
Casefold(string) ",1,0
PythonQ036,Using recursion...or by calling a fuction,0,0
PythonQ067,Using sub conditions writing a program,1,0
PythonQ019,"Usuing the word important python modiles are imported. Ex:important math
from math import *",0,0
PythonQ050,values taken inside a function,0,0
PythonQ054,we can fix the arguments and we  cannot change it.,0,0
PythonQ056,we can recall the function,0,0
PythonQ031,we can remove thw whitespaces by identifying them using a sttring which only consisits  of a space and removing them,0,0
PythonQ053,We can take input using single line code,0,0
PythonQ056,we can write the program in a simplified ,0,0
PythonQ015,"We have 2 type conversions
Actually definition was unknown",0,0
PythonQ013,"We have 4 data structures usually tuples, lists,sets, dictionaries",0,0
PythonQ050,We provide a name to the variable or argument as you can pass the function,0,0
PythonQ050,We provide any identifier as we pass it to function ,0,0
PythonQ028,We use if case but I think no function is available,0,0
PythonQ012,We usually use two module ,0,0
PythonQ051,We will write code handler in expect block,0,0
PythonQ033,When a certain statement end,0,0
PythonQ033,When we go through a new block of statements in code for example in conditional statements ,0,0
PythonQ035,When we pass a parameter to the calling function,0,0
PythonQ033,When we start a new statement.,0,0
PythonQ033,When we strat a new statement.,0,0
PythonQ014,When we use split ... It will identify the split and takes in the next element,0,0
PythonQ049,whenever we passed the parameters with datatype to function at time of function definition.,0,0
PythonQ022,"while loop or for loop, range method inside list method",0,0
PythonQ028,"X=int(input(""enter the value"")
If :
Print (""characters are digits"")
Else:
Print (""characters are not in a string"")",0,0
PythonQ037,"Yes I agree with this statement By default the arguments are positional"". Because we are not assigned any value ",0,0
PythonQ047,Zip,0,0
PythonQ021," The iterative function beeter 
Than recursive because iterator is function   more effective than recursive function",1,1
PythonQ016," we use comments to neglect the written matter in it,# is a comment in python",1,1
PythonQ024,""" / "" is used to divide two numbers ",1,1
PythonQ026,"""pass"" statement in python used to ignore error if there is no code. ",1,1
PythonQ016,# is used to write comments ,1,1
PythonQ016,#...used for comments,1,1
PythonQ024,"%, /, //",1,1
PythonQ023,** USED TO THE POWER OF GIVEN NUMBET,2,1
PythonQ050,**args and **kwargs,1,1
PythonQ005,.sum(),2,1
PythonQ024,"/,//",1,1
PythonQ024,/and// are two types of division operaters,1,1
PythonQ033,: would give rise to new block,1,1
PythonQ027,a compiler runs a particular script line by line as we know that the python is a intrepreter language this will execute the program line by line and the errors will b notiied in the console line by line but compiler is quite oppsite to the intrepreter a compiler read the entire script at a time and execute it by reading it entiely and th errors i>e the total errors will be displayed once at a time.,1,1
PythonQ039,A mathematical and programming concept,1,1
PythonQ002,A set of instructions,2,1
PythonQ002,A small piece of code that can be reused. ,2,1
PythonQ028,"a=input()
print(a.isdigit())",1,1
PythonQ057,accept a function  to receive to receive any number of arguments,1,1
PythonQ044,Adds its argument as a single element to the end of a list. Iterates over its argument and adding each element to the list and extending the list.,1,1
PythonQ051,An error occures in python is called exception,1,1
PythonQ013,An unordered collection,2,1
PythonQ044,Append means adding elements btonthe list,2,1
PythonQ057,arguments in the form of tuple,1,1
PythonQ021,Because Execution of Recursive functions is not as complex as the execution of Iterative functions.,1,1
PythonQ021,Because iteration is faster than recursion,1,1
PythonQ018,Because we can store multiple values of same data type.,1,1
PythonQ061,"Binary, hexadecimal, octal, etc.., ",1,1
PythonQ002,block of code,1,1
PythonQ002,Block of code ,1,1
PythonQ059,blue print template datatype,1,1
PythonQ017,"Break is used to prevent the code going into infinite 
Continue is used to prevent the code from going out of code ",1,1
PythonQ017,break() function terminates the loop while continue() function terminates the current iteration.,1,1
PythonQ017,"Break-it will break the loop
Continue-it will continue after break at certain point",1,1
PythonQ019,by importing,1,1
PythonQ036,by return function,1,1
PythonQ019,"By using "" import "" we can import modules.i.e import keyword name.",1,1
PythonQ028,"By using function
  isdigit()",1,1
PythonQ019,By using import key word,1,1
PythonQ019,By using 'import' keyword,1,1
PythonQ011,By using the keyword anonymous with single expression,1,1
PythonQ019,By using the keyword import,1,1
PythonQ019,By using the keyword import ,1,1
PythonQ045,calculates how many times ,1,1
PythonQ039,Calling a function in another function is called recursion,1,1
PythonQ018,Can be used to create matrices,1,1
PythonQ057,Can create functions to create any number of arguments,1,1
PythonQ059,"Class creates   bundling of data
",1,1
PythonQ059,Class is a code template for creating objects,2,1
PythonQ059,Class is a main feature of object oriented programme which was a buliding block of it.,1,1
PythonQ059,Class is like blueprint and it contains objects,2,1
PythonQ059,Class is where we define all the objects and code we require.,1,1
PythonQ056,"Code reusability , execution  time decreases",1,1
PythonQ025,"Collection
Csv",1,1
PythonQ016,Comment is used to specify the extra information about particular code. In python by using double slash comments are represented ,1,1
PythonQ016,Comments can be used to improve the code readability,1,1
PythonQ027,Compiler code runs faster than interpreter code,2,1
PythonQ006,Compiler executes all the lines of program at one time. ,1,1
PythonQ027,"Compiler is  used in c language
Interpreter is used in python
Both will follows the syntax..
an interpreter both translates and executes the high-level language",1,1
PythonQ006,"Compiler is compilers our code and its send it to computer . Compiler compiles total code at a time 
And it has less time taken . And also display all errors at a time. but error identification is difficult ",2,1
PythonQ006,Compiler is read entire program once,1,1
PythonQ027,Compiler is used to converts the  code in a high-level language into the machine language. ,2,1
PythonQ006,compiler runs program by reading all the lines of code at a time only,1,1
PythonQ027,"Compiler will read the program line by line 
And Interpreter execute the complete program whereas  debugging is easy in complier than interpreter .",2,1
PythonQ027,Compiler works fast when compared to interpreter,1,1
PythonQ027,"Compiler-compiles whole code at a time 
Interpreter-converts source code in to object code",1,1
PythonQ006,Complier is that which runs over code completely at once.,1,1
PythonQ006,Complier is used to find errors,1,1
PythonQ015,Conversation of one data type to another datatype,2,1
PythonQ025,"Copy
CSV
Http
Math
Os
",1,1
PythonQ053,Creating list by using iteration,1,1
PythonQ025,"Csv.
",1,1
PythonQ015,datatype conversion,1,1
PythonQ058,"def fact():
    Int n
    Fact=n*fact(n-1)
 Print(Fact)",1,1
PythonQ055,def function_fact(n): return n*function_fact(n-1),2,1
PythonQ032,Del will delete the object mentioned in paranthesis.Remove will remove the specified value mentioned in paranthesis.,1,1
PythonQ032,del( ) method is used to delete the paricular string and remove( )method is used to remove particular  string.,1,1
PythonQ013,Dict={},1,1
PythonQ013,dictionary is used to allacate  a value or string  to other values or strings,2,1
PythonQ024,Divide number on its left by number on right and gives the value,1,1
PythonQ024,Divides  number on it's left by the number on right and gives the value,1,1
PythonQ024,Divides left hand operand by right hand operand,1,1
PythonQ024,Divides number on its left by the number on right and gives the value ,1,1
PythonQ024,Divides number on its left by the number on right and gives the values,1,1
PythonQ024,divides the number on its left by the number on its right and returns the whole number,1,1
PythonQ024,divides the number on its leftside by number on right gives down the answer and returns whole number,1,1
PythonQ024,Division operator can divide the numbers,1,1
PythonQ024,Division operator can divide the numbers.,1,1
PythonQ021,due to memory usage,1,1
PythonQ021,due to storage,1,1
PythonQ054,Easy to add new behaviours to a function,1,1
PythonQ020,"Easy to use 
Human readable ",1,1
PythonQ020,"Easy to use ,user friendly ",1,1
PythonQ051,Error,1,1
PythonQ051,error in abnormal mode,1,1
PythonQ051,Exception is abnormal condition of the program,1,1
PythonQ051,Exception is caused due to runtime error.,1,1
PythonQ051,exception is special case in python we write code handler in it,1,1
PythonQ051,Exception is useful for checking whether the program consists of any errors or not,1,1
PythonQ056,"Execution time decreases,reusabality of code",1,1
PythonQ023,exponent,1,1
PythonQ023,Exponential,1,1
PythonQ023,exponential ,1,1
PythonQ023,Exponential calculator.,1,1
PythonQ023,Exponential operator,1,1
PythonQ023,Exponentiation,1,1
PythonQ023,exponentiation,1,1
PythonQ023,exponentiation is **,1,1
PythonQ018,fastness,1,1
PythonQ031,"Find the ASCII value of space 
if true 
   data_name.remove(chr(ASCII))",2,1
PythonQ020,Flexible ,1,1
PythonQ024,"Floor division: return the largest integer less than x
/ : Return the smallest number greater than x",2,1
PythonQ052,For and exception,1,1
PythonQ026,For empty code,1,1
PythonQ028,"for i in string:
    if i=a[i]:
         print(""digit')
    else:
          print('not a digit"")",1,1
PythonQ023,For power,1,1
PythonQ014,For splitting purpose it is used.,1,1
PythonQ002,Function have a keyword def then the function name with curve brackets within it our program will be written,0,1
PythonQ028,Generally the function isdigit() is used to find whether all characters are digits or not in a string,1,1
PythonQ004,Globe varible can use entire program but globle varible can use that block only,3,1
PythonQ062,Group of variables and consonants like a+2,1,1
PythonQ039,Happening something again and again.,2,1
